Time in tutorial: 117.033
Highway ride time: 0.5333134
Highway ride time: 0.3000168
Pizza Prepare Time: 0.7166566
Highway ride time: 1.749958
Delivery Time: 5.466697
Highway ride time: 1.43333
Highway ride time: 1.633382
Highway ride time: 1.133324
Pizza Prepare Time: 0.5166844
Pizza Prepare Time: 0.6000212
Pizza Prepare Time: 0.6333379
Pizza Prepare Time: 5.550022
Highway ride time: 0.3832856
Delivery Time: 2.083308
Highway ride time: 0.3833456
Pizza Prepare Time: 0.5666131
Pizza Prepare Time: 1.033413
Pizza Prepare Time: 0.5667085
Highway ride time: 2.050033
Delivery Time: 7.400236
Delivery Time: 7.400236
Delivery Time: 7.400236
Highway ride time: 1.650015
Highway ride time: 1.299969
Highway ride time: 1.066625
Pizza Prepare Time: 0.6833023
Pizza Prepare Time: 0.5666408
Highway ride time: 0.9999827
Delivery Time: 6.033601
Delivery Time: 6.033601
Highway ride time: 1.016674
Pizza Prepare Time: 5.866785
Pizza Prepare Time: 0.5000322
Highway ride time: 1.066683
Delivery Time: 2.600012
Delivery Time: 2.600012
Highway ride time: 1.833372
Pizza Prepare Time: 10.48351
Pizza Prepare Time: 0.5000353
Highway ride time: 3.916633
Delivery Time: 8.51679
Delivery Time: 8.51679
Highway ride time: 1.866723
Highway ride time: 1.700027
Highway ride time: 0.4166215
Pizza Prepare Time: 14.53345
Pizza Prepare Time: 0.4833347
Highway ride time: 1.083376
Delivery Time: 4.13348
Highway ride time: 1.066586
Pizza Prepare Time: 0.5000382
Pizza Prepare Time: 0.5500455
Highway ride time: 1.866588
Delivery Time: 9.71683
Delivery Time: 9.71683
Highway ride time: 2.56675
Highway ride time: 1.816748
Highway ride time: 1.000053
Pizza Prepare Time: 12.43362
Pizza Prepare Time: 0.9833018
Highway ride time: 1.616683
Highway ride time: 2.050038
Highway ride time: 2.149928
Highway ride time: 1.533447
Pizza Prepare Time: 6.500033
Pizza Prepare Time: 0.7666485
Highway ride time: 0.7332416
Highway ride time: 1.266688
Highway ride time: 0.8000109
Delivery Time: 6.750077
Highway ride time: 0.883303
Highway ride time: 1.266646
Pizza Prepare Time: 3.95007
Highway ride time: 1.183406
Highway ride time: 1.649949
Delivery Time: 12.13349
Highway ride time: 2.666678
Highway ride time: 1.350173
Pizza Prepare Time: 3.800014
Pizza Prepare Time: 1.816596
Highway ride time: 0.4166171
Highway ride time: 1.066622
Highway ride time: 1.483344
Delivery Time: 9.966709
Highway ride time: 0.666652
Highway ride time: 1.533338
Highway ride time: 1.23319
Pizza Prepare Time: 1.983529
Pizza Prepare Time: 1.400105
Highway ride time: 1.733324
Highway ride time: 1.616733
Delivery Time: 12.30013
Highway ride time: 1.550026
Highway ride time: 1.266714
Pizza Prepare Time: 2.633365
Pizza Prepare Time: 0.8000932
Highway ride time: 2.083278
Highway ride time: 2.116642
Delivery Time: 8.450088
Delivery Time: 8.450088
Delivery Time: 8.450088
Highway ride time: 1.48333
Highway ride time: 1.183351
Pizza Prepare Time: 12.08347
Pizza Prepare Time: 1.033278
Average of all Delivery Times: 7.339015
Average of all Pizza Preparing Times: 3.065637
Average of all Highway Rides: 1.550368
Level 0 money was: 120
Level 1 money was: 60
Time in tutorial: 117.0497
