Highway ride time: 0.6998782
Highway ride time: 0.7334808
Highway ride time: 5.416655
Pizza Prepare Time: 0.9499569
Pizza Prepare Time: 1.150093
Highway ride time: 4.216618
Highway ride time: 0.4999529
Highway ride time: 1.766752
Pizza Prepare Time: 1.533405
Pizza Prepare Time: 0.9500889
Delivery Time: 7.383393
Highway ride time: 2.68329
Delivery Time: 7.383393
Highway ride time: 2.866643
Highway ride time: 0.9832325
Pizza Prepare Time: 1.116768
Highway ride time: 2.433411
Pizza Prepare Time: 1.283347
Highway ride time: 1.033389
Delivery Time: 8.916802
Delivery Time: 8.916802
Highway ride time: 0.799975
Highway ride time: 1.499846
Pizza Prepare Time: 1.083276
Highway ride time: 3.199894
Pizza Prepare Time: 0.8999732
Pizza Prepare Time: 1.033352
Highway ride time: 0.8667789
Highway ride time: 0.900088
Delivery Time: 12.95011
Delivery Time: 12.95011
Highway ride time: 1.300037
Pizza Prepare Time: 0.866684
Highway ride time: 1.249987
Delivery Time: 2.800106
Highway ride time: 1.316567
Highway ride time: 2.316669
Delivery Time: 2.800106
Highway ride time: 1.81662
Highway ride time: 1.899826
Pizza Prepare Time: 10.15023
Pizza Prepare Time: 1.033297
Highway ride time: 3.283346
Highway ride time: 1.966757
Delivery Time: 4.833338
Highway ride time: 2.016742
Pizza Prepare Time: 0.8833812
Highway ride time: 3.333382
Delivery Time: 5.716596
Highway ride time: 0.8167546
Pizza Prepare Time: 1.100171
Pizza Prepare Time: 0.983294
Highway ride time: 3.499931
Highway ride time: 2.000068
Delivery Time: 3.44997
Highway ride time: 0.2834559
Highway ride time: 2.450157
Total Money: $100
Average of all Delivery Times: 7.100066
Average of all Pizza Preparing Times: 1.667821
Average of all Highway Rides: 2.095247
